score_id,student_id,course_id,assignment_id,date_submitted,submission_status,points_possible,points_earned,missing_flag,late_flag
AS-STU2026125-HW14,STU2026125,ALG1-D,HW14,2026-10-19,Submitted,10,8.2,No,No
AS-STU2026125-HW15,STU2026125,ALG1-D,HW15,,Missing,20,0,Yes,No
AS-STU2026125-HW16,STU2026125,ALG1-D,HW16,,Missing,20,0,Yes,No
AS-STU2026125-HW17,STU2026125,ALG1-D,HW17,2026-10-27,Submitted,20,14.3,No,No
AS-STU2026125-HW18,STU2026125,ALG1-D,HW18,2026-10-30,Late,10,6.0,No,Yes
AS-STU2026126-HW01,STU2026126,ALG1-D,HW01,2026-09-11,Submitted,20,14.9,No,No
AS-STU2026126-HW02,STU2026126,ALG1-D,HW02,2026-09-15,Submitted,10,8.9,No,No
AS-STU2026126-HW03,STU2026126,ALG1-D,HW03,2026-09-17,Submitted,20,17.6,No,No
AS-STU2026126-HW04,STU2026126,ALG1-D,HW04,2026-09-22,Late,20,11.9,No,Yes
AS-STU2026126-HW05,STU2026126,ALG1-D,HW05,2026-09-23,Submitted,20,14.1,No,No
AS-STU2026126-HW06,STU2026126,ALG1-D,HW06,2026-09-25,Submitted,20,18.5,No,No
AS-STU2026126-HW07,STU2026126,ALG1-D,HW07,2026-09-29,Submitted,10,9.1,No,No
AS-STU2026126-HW08,STU2026126,ALG1-D,HW08,2026-10-01,Submitted,20,11.8,No,No
AS-STU2026126-HW09,STU2026126,ALG1-D,HW09,2026-10-05,Submitted,20,18.1,No,No
AS-STU2026126-HW10,STU2026126,ALG1-D,HW10,2026-10-07,Submitted,15,11.9,No,No
AS-STU2026126-HW11,STU2026126,ALG1-D,HW11,2026-10-09,Submitted,20,15.9,No,No
AS-STU2026126-HW12,STU2026126,ALG1-D,HW12,2026-10-13,Submitted,20,16.5,No,No
AS-STU2026126-HW13,STU2026126,ALG1-D,HW13,2026-10-15,Submitted,20,18.9,No,No
AS-STU2026126-HW14,STU2026126,ALG1-D,HW14,2026-10-19,Submitted,10,9.0,No,No
AS-STU2026126-HW15,STU2026126,ALG1-D,HW15,2026-10-24,Late,20,14.4,No,Yes
AS-STU2026126-HW16,STU2026126,ALG1-D,HW16,2026-10-25,Late,20,14.1,No,Yes
AS-STU2026126-HW17,STU2026126,ALG1-D,HW17,2026-10-27,Submitted,20,15.1,No,No
AS-STU2026126-HW18,STU2026126,ALG1-D,HW18,2026-10-29,Submitted,10,8.5,No,No
AS-STU2026127-HW01,STU2026127,ALG1-D,HW01,,Missing,20,0,Yes,No
AS-STU2026127-HW02,STU2026127,ALG1-D,HW02,2026-09-15,Submitted,10,6.8,No,No
AS-STU2026127-HW03,STU2026127,ALG1-D,HW03,2026-09-17,Submitted,20,13.1,No,No
AS-STU2026127-HW04,STU2026127,ALG1-D,HW04,2026-09-21,Submitted,20,12.8,No,No
AS-STU2026127-HW05,STU2026127,ALG1-D,HW05,2026-09-23,Submitted,20,16.0,No,No
AS-STU2026127-HW06,STU2026127,ALG1-D,HW06,2026-09-25,Submitted,20,11.8,No,No
AS-STU2026127-HW07,STU2026127,ALG1-D,HW07,,Missing,10,0,Yes,No
AS-STU2026127-HW08,STU2026127,ALG1-D,HW08,2026-10-01,Submitted,20,19.8,No,No
AS-STU2026127-HW09,STU2026127,ALG1-D,HW09,2026-10-05,Submitted,20,20.0,No,No
AS-STU2026127-HW10,STU2026127,ALG1-D,HW10,2026-10-07,Submitted,15,11.1,No,No
AS-STU2026127-HW11,STU2026127,ALG1-D,HW11,2026-10-09,Submitted,20,15.4,No,No
AS-STU2026127-HW12,STU2026127,ALG1-D,HW12,2026-10-13,Submitted,20,15.7,No,No
AS-STU2026127-HW13,STU2026127,ALG1-D,HW13,2026-10-15,Late,20,15.3,No,Yes
AS-STU2026127-HW14,STU2026127,ALG1-D,HW14,2026-10-19,Submitted,10,9.4,No,No
AS-STU2026127-HW15,STU2026127,ALG1-D,HW15,2026-10-21,Submitted,20,15.6,No,No
AS-STU2026127-HW16,STU2026127,ALG1-D,HW16,2026-10-23,Submitted,20,18.4,No,No
AS-STU2026127-HW17,STU2026127,ALG1-D,HW17,2026-10-27,Submitted,20,11.9,No,No
AS-STU2026127-HW18,STU2026127,ALG1-D,HW18,2026-10-29,Submitted,10,6.9,No,No
AS-STU2026128-HW01,STU2026128,ALG1-D,HW01,2026-09-11,Submitted,20,11.9,No,No
AS-STU2026128-HW02,STU2026128,ALG1-D,HW02,,Missing,10,0,Yes,No
AS-STU2026128-HW03,STU2026128,ALG1-D,HW03,2026-09-17,Submitted,20,17.5,No,No
AS-STU2026128-HW04,STU2026128,ALG1-D,HW04,2026-09-21,Submitted,20,16.5,No,No
AS-STU2026128-HW05,STU2026128,ALG1-D,HW05,2026-09-23,Submitted,20,17.2,No,No
AS-STU2026128-HW06,STU2026128,ALG1-D,HW06,2026-09-28,Late,20,14.0,No,Yes
AS-STU2026128-HW07,STU2026128,ALG1-D,HW07,2026-09-29,Submitted,10,8.4,No,No
AS-STU2026128-HW08,STU2026128,ALG1-D,HW08,2026-10-01,Submitted,20,14.1,No,No
AS-STU2026128-HW09,STU2026128,ALG1-D,HW09,2026-10-05,Submitted,20,17.2,No,No
AS-STU2026128-HW10,STU2026128,ALG1-D,HW10,,Missing,15,0,Yes,No
AS-STU2026128-HW11,STU2026128,ALG1-D,HW11,,Missing,20,0,Yes,No
AS-STU2026128-HW12,STU2026128,ALG1-D,HW12,2026-10-13,Submitted,20,11.9,No,No
AS-STU2026128-HW13,STU2026128,ALG1-D,HW13,,Missing,20,0,Yes,No
AS-STU2026128-HW14,STU2026128,ALG1-D,HW14,2026-10-22,Late,10,4.5,No,Yes
AS-STU2026128-HW15,STU2026128,ALG1-D,HW15,2026-10-21,Submitted,20,14.4,No,No
AS-STU2026128-HW16,STU2026128,ALG1-D,HW16,2026-10-23,Submitted,20,15.4,No,No
AS-STU2026128-HW17,STU2026128,ALG1-D,HW17,2026-10-28,Late,20,12.6,No,Yes
AS-STU2026128-HW18,STU2026128,ALG1-D,HW18,2026-10-29,Submitted,10,9.6,No,No
AS-STU2026129-HW01,STU2026129,ALG1-D,HW01,2026-09-11,Submitted,20,18.6,No,No
AS-STU2026129-HW02,STU2026129,ALG1-D,HW02,,Missing,10,0,Yes,No
AS-STU2026129-HW03,STU2026129,ALG1-D,HW03,2026-09-17,Late,20,17.1,No,Yes
AS-STU2026129-HW04,STU2026129,ALG1-D,HW04,2026-09-21,Submitted,20,20.0,No,No
AS-STU2026129-HW05,STU2026129,ALG1-D,HW05,2026-09-23,Submitted,20,14.9,No,No
AS-STU2026129-HW06,STU2026129,ALG1-D,HW06,2026-09-25,Submitted,20,18.2,No,No
AS-STU2026129-HW07,STU2026129,ALG1-D,HW07,2026-09-29,Submitted,10,10.0,No,No
AS-STU2026129-HW08,STU2026129,ALG1-D,HW08,,Missing,20,0,Yes,No
AS-STU2026129-HW09,STU2026129,ALG1-D,HW09,,Missing,20,0,Yes,No
AS-STU2026129-HW10,STU2026129,ALG1-D,HW10,2026-10-07,Late,15,12.0,No,Yes
AS-STU2026129-HW11,STU2026129,ALG1-D,HW11,2026-10-09,Submitted,20,16.9,No,No
AS-STU2026129-HW12,STU2026129,ALG1-D,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026129-HW13,STU2026129,ALG1-D,HW13,,Missing,20,0,Yes,No
AS-STU2026129-HW14,STU2026129,ALG1-D,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026129-HW15,STU2026129,ALG1-D,HW15,2026-10-21,Submitted,20,18.2,No,No
AS-STU2026129-HW16,STU2026129,ALG1-D,HW16,2026-10-23,Submitted,20,14.8,No,No
AS-STU2026129-HW17,STU2026129,ALG1-D,HW17,2026-10-27,Submitted,20,14.2,No,No
AS-STU2026129-HW18,STU2026129,ALG1-D,HW18,2026-10-29,Submitted,10,8.9,No,No
AS-STU2026130-HW01,STU2026130,ALG1-D,HW01,2026-09-11,Submitted,20,15.2,No,No
AS-STU2026130-HW02,STU2026130,ALG1-D,HW02,2026-09-15,Submitted,10,6.6,No,No
AS-STU2026130-HW03,STU2026130,ALG1-D,HW03,2026-09-17,Submitted,20,15.1,No,No
AS-STU2026130-HW04,STU2026130,ALG1-D,HW04,,Missing,20,0,Yes,No
AS-STU2026130-HW05,STU2026130,ALG1-D,HW05,2026-09-23,Submitted,20,15.7,No,No
AS-STU2026130-HW06,STU2026130,ALG1-D,HW06,2026-09-25,Submitted,20,16.4,No,No
AS-STU2026130-HW07,STU2026130,ALG1-D,HW07,,Missing,10,0,Yes,No
AS-STU2026130-HW08,STU2026130,ALG1-D,HW08,2026-10-01,Submitted,20,14.1,No,No
AS-STU2026130-HW09,STU2026130,ALG1-D,HW09,2026-10-05,Submitted,20,20.0,No,No
AS-STU2026130-HW10,STU2026130,ALG1-D,HW10,2026-10-07,Submitted,15,10.6,No,No
AS-STU2026130-HW11,STU2026130,ALG1-D,HW11,2026-10-09,Submitted,20,18.6,No,No
AS-STU2026130-HW12,STU2026130,ALG1-D,HW12,2026-10-13,Submitted,20,18.5,No,No
AS-STU2026130-HW13,STU2026130,ALG1-D,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026130-HW14,STU2026130,ALG1-D,HW14,2026-10-19,Submitted,10,9.1,No,No
AS-STU2026130-HW15,STU2026130,ALG1-D,HW15,2026-10-21,Submitted,20,15.2,No,No
AS-STU2026130-HW16,STU2026130,ALG1-D,HW16,2026-10-23,Submitted,20,18.5,No,No
AS-STU2026130-HW17,STU2026130,ALG1-D,HW17,2026-10-28,Late,20,16.8,No,Yes
AS-STU2026130-HW18,STU2026130,ALG1-D,HW18,2026-10-29,Submitted,10,8.6,No,No
AS-STU2026131-HW01,STU2026131,ALG1-D,HW01,2026-09-11,Submitted,20,18.1,No,No
AS-STU2026131-HW02,STU2026131,ALG1-D,HW02,2026-09-17,Late,10,7.4,No,Yes
AS-STU2026131-HW03,STU2026131,ALG1-D,HW03,2026-09-17,Submitted,20,18.1,No,No
AS-STU2026131-HW04,STU2026131,ALG1-D,HW04,2026-09-21,Submitted,20,20.0,No,No
AS-STU2026131-HW05,STU2026131,ALG1-D,HW05,2026-09-23,Submitted,20,13.3,No,No
AS-STU2026131-HW06,STU2026131,ALG1-D,HW06,,Missing,20,0,Yes,No
AS-STU2026131-HW07,STU2026131,ALG1-D,HW07,2026-09-29,Submitted,10,7.2,No,No
AS-STU2026131-HW08,STU2026131,ALG1-D,HW08,2026-10-01,Submitted,20,20.0,No,No
AS-STU2026131-HW09,STU2026131,ALG1-D,HW09,2026-10-05,Submitted,20,17.3,No,No
AS-STU2026131-HW10,STU2026131,ALG1-D,HW10,2026-10-07,Submitted,15,11.3,No,No
AS-STU2026131-HW11,STU2026131,ALG1-D,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026131-HW12,STU2026131,ALG1-D,HW12,2026-10-13,Submitted,20,16.7,No,No
AS-STU2026131-HW13,STU2026131,ALG1-D,HW13,2026-10-17,Late,20,15.9,No,Yes
AS-STU2026131-HW14,STU2026131,ALG1-D,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026131-HW15,STU2026131,ALG1-D,HW15,,Missing,20,0,Yes,No
AS-STU2026131-HW16,STU2026131,ALG1-D,HW16,2026-10-23,Submitted,20,14.8,No,No
AS-STU2026131-HW17,STU2026131,ALG1-D,HW17,2026-10-29,Late,20,17.0,No,Yes
AS-STU2026131-HW18,STU2026131,ALG1-D,HW18,2026-10-29,Submitted,10,9.2,No,No
AS-STU2026132-HW01,STU2026132,ALG1-D,HW01,2026-09-11,Submitted,20,18.6,No,No
AS-STU2026132-HW02,STU2026132,ALG1-D,HW02,2026-09-15,Submitted,10,7.7,No,No
AS-STU2026132-HW03,STU2026132,ALG1-D,HW03,2026-09-17,Submitted,20,15.3,No,No
AS-STU2026132-HW04,STU2026132,ALG1-D,HW04,2026-09-21,Submitted,20,17.0,No,No
AS-STU2026132-HW05,STU2026132,ALG1-D,HW05,2026-09-26,Late,20,8.5,No,Yes
AS-STU2026132-HW06,STU2026132,ALG1-D,HW06,2026-09-25,Submitted,20,10.7,No,No
AS-STU2026132-HW07,STU2026132,ALG1-D,HW07,2026-09-29,Submitted,10,4.5,No,No
AS-STU2026132-HW08,STU2026132,ALG1-D,HW08,2026-10-01,Submitted,20,13.7,No,No
AS-STU2026132-HW09,STU2026132,ALG1-D,HW09,2026-10-05,Submitted,20,16.5,No,No
AS-STU2026132-HW10,STU2026132,ALG1-D,HW10,2026-10-07,Late,15,10.5,No,Yes
AS-STU2026132-HW11,STU2026132,ALG1-D,HW11,2026-10-09,Submitted,20,12.4,No,No
AS-STU2026132-HW12,STU2026132,ALG1-D,HW12,2026-10-13,Submitted,20,11.4,No,No
AS-STU2026132-HW13,STU2026132,ALG1-D,HW13,2026-10-15,Submitted,20,14.4,No,No
AS-STU2026132-HW14,STU2026132,ALG1-D,HW14,2026-10-19,Late,10,7.6,No,Yes
AS-STU2026132-HW15,STU2026132,ALG1-D,HW15,2026-10-21,Submitted,20,16.5,No,No
AS-STU2026132-HW16,STU2026132,ALG1-D,HW16,2026-10-23,Submitted,20,15.4,No,No
AS-STU2026132-HW17,STU2026132,ALG1-D,HW17,2026-10-27,Submitted,20,16.6,No,No
AS-STU2026132-HW18,STU2026132,ALG1-D,HW18,2026-10-29,Submitted,10,6.9,No,No
AS-STU2026133-HW01,STU2026133,ALG1-D,HW01,,Missing,20,0,Yes,No
AS-STU2026133-HW02,STU2026133,ALG1-D,HW02,,Missing,10,0,Yes,No
AS-STU2026133-HW03,STU2026133,ALG1-D,HW03,2026-09-17,Submitted,20,17.5,No,No
AS-STU2026133-HW04,STU2026133,ALG1-D,HW04,2026-09-21,Submitted,20,15.2,No,No
AS-STU2026133-HW05,STU2026133,ALG1-D,HW05,2026-09-23,Submitted,20,12.3,No,No
AS-STU2026133-HW06,STU2026133,ALG1-D,HW06,2026-09-25,Submitted,20,19.2,No,No
AS-STU2026133-HW07,STU2026133,ALG1-D,HW07,,Missing,10,0,Yes,No
AS-STU2026133-HW08,STU2026133,ALG1-D,HW08,2026-10-04,Late,20,8.3,No,Yes
AS-STU2026133-HW09,STU2026133,ALG1-D,HW09,2026-10-05,Submitted,20,15.7,No,No
AS-STU2026133-HW10,STU2026133,ALG1-D,HW10,2026-10-07,Submitted,15,11.2,No,No
AS-STU2026133-HW11,STU2026133,ALG1-D,HW11,2026-10-09,Submitted,20,14.0,No,No
AS-STU2026133-HW12,STU2026133,ALG1-D,HW12,2026-10-13,Submitted,20,11.8,No,No
AS-STU2026133-HW13,STU2026133,ALG1-D,HW13,,Missing,20,0,Yes,No
AS-STU2026133-HW14,STU2026133,ALG1-D,HW14,,Missing,10,0,Yes,No
AS-STU2026133-HW15,STU2026133,ALG1-D,HW15,2026-10-21,Submitted,20,15.6,No,No
AS-STU2026133-HW16,STU2026133,ALG1-D,HW16,,Missing,20,0,Yes,No
AS-STU2026133-HW17,STU2026133,ALG1-D,HW17,2026-10-27,Submitted,20,12.8,No,No
AS-STU2026133-HW18,STU2026133,ALG1-D,HW18,2026-10-29,Submitted,10,9.2,No,No
AS-STU2026134-HW01,STU2026134,ALG1-D,HW01,2026-09-11,Submitted,20,19.0,No,No
AS-STU2026134-HW02,STU2026134,ALG1-D,HW02,,Missing,10,0,Yes,No
AS-STU2026134-HW03,STU2026134,ALG1-D,HW03,2026-09-17,Submitted,20,20.0,No,No
AS-STU2026134-HW04,STU2026134,ALG1-D,HW04,2026-09-21,Submitted,20,19.3,No,No
AS-STU2026134-HW05,STU2026134,ALG1-D,HW05,2026-09-23,Submitted,20,19.9,No,No
AS-STU2026134-HW06,STU2026134,ALG1-D,HW06,,Missing,20,0,Yes,No
AS-STU2026134-HW07,STU2026134,ALG1-D,HW07,2026-09-29,Submitted,10,9.4,No,No
AS-STU2026134-HW08,STU2026134,ALG1-D,HW08,,Missing,20,0,Yes,No
AS-STU2026134-HW09,STU2026134,ALG1-D,HW09,,Missing,20,0,Yes,No
AS-STU2026134-HW10,STU2026134,ALG1-D,HW10,2026-10-07,Submitted,15,12.9,No,No
AS-STU2026134-HW11,STU2026134,ALG1-D,HW11,2026-10-11,Late,20,12.9,No,Yes
AS-STU2026134-HW12,STU2026134,ALG1-D,HW12,2026-10-13,Submitted,20,17.5,No,No
AS-STU2026134-HW13,STU2026134,ALG1-D,HW13,2026-10-15,Submitted,20,18.0,No,No
AS-STU2026134-HW14,STU2026134,ALG1-D,HW14,2026-10-19,Submitted,10,8.1,No,No
AS-STU2026134-HW15,STU2026134,ALG1-D,HW15,2026-10-21,Submitted,20,20.0,No,No
AS-STU2026134-HW16,STU2026134,ALG1-D,HW16,2026-10-23,Submitted,20,18.7,No,No
AS-STU2026134-HW17,STU2026134,ALG1-D,HW17,2026-10-27,Submitted,20,20.0,No,No
AS-STU2026134-HW18,STU2026134,ALG1-D,HW18,2026-10-29,Submitted,10,8.4,No,No
AS-STU2026135-HW01,STU2026135,ALG1-D,HW01,2026-09-14,Late,20,14.7,No,Yes
AS-STU2026135-HW02,STU2026135,ALG1-D,HW02,2026-09-15,Submitted,10,7.9,No,No
AS-STU2026135-HW03,STU2026135,ALG1-D,HW03,2026-09-17,Submitted,20,16.2,No,No
AS-STU2026135-HW04,STU2026135,ALG1-D,HW04,2026-09-21,Submitted,20,14.7,No,No
AS-STU2026135-HW05,STU2026135,ALG1-D,HW05,2026-09-23,Submitted,20,8.7,No,No
AS-STU2026135-HW06,STU2026135,ALG1-D,HW06,2026-09-25,Late,20,12.3,No,Yes
AS-STU2026135-HW07,STU2026135,ALG1-D,HW07,2026-09-30,Late,10,5.4,No,Yes
AS-STU2026135-HW08,STU2026135,ALG1-D,HW08,2026-10-01,Submitted,20,10.2,No,No
AS-STU2026135-HW09,STU2026135,ALG1-D,HW09,2026-10-05,Submitted,20,13.4,No,No
AS-STU2026135-HW10,STU2026135,ALG1-D,HW10,2026-10-07,Submitted,15,11.6,No,No
AS-STU2026135-HW11,STU2026135,ALG1-D,HW11,2026-10-10,Late,20,11.1,No,Yes
AS-STU2026135-HW12,STU2026135,ALG1-D,HW12,2026-10-13,Submitted,20,12.8,No,No
AS-STU2026135-HW13,STU2026135,ALG1-D,HW13,2026-10-15,Submitted,20,14.3,No,No
AS-STU2026135-HW14,STU2026135,ALG1-D,HW14,2026-10-19,Submitted,10,6.8,No,No
AS-STU2026135-HW15,STU2026135,ALG1-D,HW15,2026-10-21,Submitted,20,12.6,No,No
AS-STU2026135-HW16,STU2026135,ALG1-D,HW16,2026-10-23,Submitted,20,12.0,No,No
AS-STU2026135-HW17,STU2026135,ALG1-D,HW17,2026-10-29,Late,20,9.3,No,Yes
AS-STU2026135-HW18,STU2026135,ALG1-D,HW18,2026-10-29,Submitted,10,5.1,No,No
AS-STU2026136-HW01,STU2026136,ALG1-D,HW01,2026-09-11,Submitted,20,12.0,No,No
AS-STU2026136-HW02,STU2026136,ALG1-D,HW02,2026-09-15,Submitted,10,9.7,No,No
AS-STU2026136-HW03,STU2026136,ALG1-D,HW03,2026-09-17,Submitted,20,16.2,No,No
AS-STU2026136-HW04,STU2026136,ALG1-D,HW04,2026-09-21,Submitted,20,12.2,No,No
AS-STU2026136-HW05,STU2026136,ALG1-D,HW05,2026-09-23,Submitted,20,20.0,No,No
AS-STU2026136-HW06,STU2026136,ALG1-D,HW06,2026-09-25,Submitted,20,16.2,No,No
AS-STU2026136-HW07,STU2026136,ALG1-D,HW07,2026-09-29,Submitted,10,9.2,No,No
AS-STU2026136-HW08,STU2026136,ALG1-D,HW08,2026-10-01,Submitted,20,13.1,No,No
AS-STU2026136-HW09,STU2026136,ALG1-D,HW09,2026-10-05,Submitted,20,20.0,No,No
AS-STU2026136-HW10,STU2026136,ALG1-D,HW10,2026-10-07,Submitted,15,14.6,No,No
AS-STU2026136-HW11,STU2026136,ALG1-D,HW11,2026-10-09,Submitted,20,14.4,No,No
AS-STU2026136-HW12,STU2026136,ALG1-D,HW12,2026-10-13,Submitted,20,17.5,No,No
AS-STU2026136-HW13,STU2026136,ALG1-D,HW13,2026-10-15,Submitted,20,17.6,No,No
AS-STU2026136-HW14,STU2026136,ALG1-D,HW14,2026-10-19,Submitted,10,7.5,No,No
AS-STU2026136-HW15,STU2026136,ALG1-D,HW15,2026-10-21,Submitted,20,20.0,No,No
AS-STU2026136-HW16,STU2026136,ALG1-D,HW16,2026-10-23,Submitted,20,16.1,No,No
AS-STU2026136-HW17,STU2026136,ALG1-D,HW17,2026-10-27,Submitted,20,18.6,No,No
AS-STU2026136-HW18,STU2026136,ALG1-D,HW18,2026-10-29,Submitted,10,10.0,No,No
AS-STU2026137-HW01,STU2026137,ALG1-D,HW01,2026-09-11,Submitted,20,20.0,No,No
AS-STU2026137-HW02,STU2026137,ALG1-D,HW02,2026-09-15,Submitted,10,8.2,No,No
AS-STU2026137-HW03,STU2026137,ALG1-D,HW03,2026-09-17,Submitted,20,18.4,No,No
AS-STU2026137-HW04,STU2026137,ALG1-D,HW04,2026-09-21,Submitted,20,18.3,No,No
AS-STU2026137-HW05,STU2026137,ALG1-D,HW05,2026-09-23,Submitted,20,20.0,No,No
AS-STU2026137-HW06,STU2026137,ALG1-D,HW06,2026-09-25,Submitted,20,19.1,No,No
AS-STU2026137-HW07,STU2026137,ALG1-D,HW07,2026-09-29,Submitted,10,9.6,No,No
AS-STU2026137-HW08,STU2026137,ALG1-D,HW08,2026-10-01,Submitted,20,17.9,No,No
AS-STU2026137-HW09,STU2026137,ALG1-D,HW09,2026-10-05,Submitted,20,19.9,No,No
AS-STU2026137-HW10,STU2026137,ALG1-D,HW10,2026-10-07,Submitted,15,13.6,No,No
AS-STU2026137-HW11,STU2026137,ALG1-D,HW11,2026-10-09,Submitted,20,17.9,No,No
AS-STU2026137-HW12,STU2026137,ALG1-D,HW12,2026-10-13,Submitted,20,17.0,No,No
AS-STU2026137-HW13,STU2026137,ALG1-D,HW13,2026-10-15,Submitted,20,15.5,No,No
AS-STU2026137-HW14,STU2026137,ALG1-D,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026137-HW15,STU2026137,ALG1-D,HW15,2026-10-21,Submitted,20,15.8,No,No
AS-STU2026137-HW16,STU2026137,ALG1-D,HW16,2026-10-23,Submitted,20,18.7,No,No
AS-STU2026137-HW17,STU2026137,ALG1-D,HW17,2026-10-27,Submitted,20,20.0,No,No
AS-STU2026137-HW18,STU2026137,ALG1-D,HW18,2026-10-29,Submitted,10,10.0,No,No
AS-STU2026138-HW01,STU2026138,ALG1-D,HW01,,Missing,20,0,Yes,No
AS-STU2026138-HW02,STU2026138,ALG1-D,HW02,2026-09-15,Submitted,10,7.7,No,No
AS-STU2026138-HW03,STU2026138,ALG1-D,HW03,2026-09-17,Submitted,20,18.7,No,No
AS-STU2026138-HW04,STU2026138,ALG1-D,HW04,,Missing,20,0,Yes,No
AS-STU2026138-HW05,STU2026138,ALG1-D,HW05,2026-09-23,Submitted,20,15.3,No,No
AS-STU2026138-HW06,STU2026138,ALG1-D,HW06,2026-09-25,Submitted,20,18.2,No,No
AS-STU2026138-HW07,STU2026138,ALG1-D,HW07,2026-09-29,Submitted,10,8.7,No,No
AS-STU2026138-HW08,STU2026138,ALG1-D,HW08,,Missing,20,0,Yes,No
AS-STU2026138-HW09,STU2026138,ALG1-D,HW09,2026-10-07,Late,20,12.0,No,Yes
AS-STU2026138-HW10,STU2026138,ALG1-D,HW10,2026-10-07,Submitted,15,10.9,No,No
AS-STU2026138-HW11,STU2026138,ALG1-D,HW11,2026-10-09,Submitted,20,12.8,No,No
AS-STU2026138-HW12,STU2026138,ALG1-D,HW12,2026-10-14,Late,20,12.9,No,Yes
AS-STU2026138-HW13,STU2026138,ALG1-D,HW13,2026-10-15,Submitted,20,13.1,No,No
AS-STU2026138-HW14,STU2026138,ALG1-D,HW14,2026-10-19,Submitted,10,8.2,No,No
AS-STU2026138-HW15,STU2026138,ALG1-D,HW15,2026-10-23,Late,20,17.4,No,Yes
AS-STU2026138-HW16,STU2026138,ALG1-D,HW16,2026-10-23,Submitted,20,14.8,No,No
AS-STU2026138-HW17,STU2026138,ALG1-D,HW17,2026-10-27,Submitted,20,9.8,No,No
AS-STU2026138-HW18,STU2026138,ALG1-D,HW18,2026-10-29,Submitted,10,6.2,No,No
AS-STU2026139-HW01,STU2026139,ALG1-D,HW01,2026-09-11,Submitted,20,7.8,No,No
AS-STU2026139-HW02,STU2026139,ALG1-D,HW02,2026-09-15,Submitted,10,5.1,No,No
AS-STU2026139-HW03,STU2026139,ALG1-D,HW03,2026-09-19,Late,20,8.3,No,Yes
AS-STU2026139-HW04,STU2026139,ALG1-D,HW04,2026-09-21,Submitted,20,13.4,No,No
AS-STU2026139-HW05,STU2026139,ALG1-D,HW05,,Missing,20,0,Yes,No
AS-STU2026139-HW06,STU2026139,ALG1-D,HW06,2026-09-25,Submitted,20,8.8,No,No
AS-STU2026139-HW07,STU2026139,ALG1-D,HW07,2026-09-29,Submitted,10,9.1,No,No
AS-STU2026139-HW08,STU2026139,ALG1-D,HW08,2026-10-01,Submitted,20,12.1,No,No
AS-STU2026139-HW09,STU2026139,ALG1-D,HW09,2026-10-05,Submitted,20,12.8,No,No
AS-STU2026139-HW10,STU2026139,ALG1-D,HW10,2026-10-07,Submitted,15,8.8,No,No
AS-STU2026139-HW11,STU2026139,ALG1-D,HW11,2026-10-09,Submitted,20,9.9,No,No
AS-STU2026139-HW12,STU2026139,ALG1-D,HW12,2026-10-13,Submitted,20,8.9,No,No
AS-STU2026139-HW13,STU2026139,ALG1-D,HW13,2026-10-15,Submitted,20,12.9,No,No
AS-STU2026139-HW14,STU2026139,ALG1-D,HW14,2026-10-19,Submitted,10,8.1,No,No
AS-STU2026139-HW15,STU2026139,ALG1-D,HW15,2026-10-21,Submitted,20,8.7,No,No
AS-STU2026139-HW16,STU2026139,ALG1-D,HW16,2026-10-23,Submitted,20,11.1,No,No
AS-STU2026139-HW17,STU2026139,ALG1-D,HW17,2026-10-27,Submitted,20,13.5,No,No
AS-STU2026139-HW18,STU2026139,ALG1-D,HW18,2026-11-01,Late,10,7.1,No,Yes
AS-STU2026140-HW01,STU2026140,ALG1-D,HW01,2026-09-11,Submitted,20,17.0,No,No
AS-STU2026140-HW02,STU2026140,ALG1-D,HW02,,Missing,10,0,Yes,No
AS-STU2026140-HW03,STU2026140,ALG1-D,HW03,2026-09-17,Submitted,20,15.6,No,No
AS-STU2026140-HW04,STU2026140,ALG1-D,HW04,2026-09-21,Submitted,20,15.5,No,No
AS-STU2026140-HW05,STU2026140,ALG1-D,HW05,2026-09-23,Late,20,11.3,No,Yes
AS-STU2026140-HW06,STU2026140,ALG1-D,HW06,2026-09-25,Submitted,20,17.2,No,No
AS-STU2026140-HW07,STU2026140,ALG1-D,HW07,2026-09-29,Submitted,10,7.3,No,No
AS-STU2026140-HW08,STU2026140,ALG1-D,HW08,2026-10-01,Submitted,20,12.0,No,No
AS-STU2026140-HW09,STU2026140,ALG1-D,HW09,2026-10-05,Submitted,20,13.1,No,No
AS-STU2026140-HW10,STU2026140,ALG1-D,HW10,2026-10-07,Submitted,15,13.0,No,No
AS-STU2026140-HW11,STU2026140,ALG1-D,HW11,2026-10-09,Submitted,20,12.7,No,No
AS-STU2026140-HW12,STU2026140,ALG1-D,HW12,2026-10-13,Submitted,20,20.0,No,No
AS-STU2026140-HW13,STU2026140,ALG1-D,HW13,2026-10-15,Submitted,20,19.7,No,No
AS-STU2026140-HW14,STU2026140,ALG1-D,HW14,2026-10-19,Submitted,10,10.0,No,No
AS-STU2026140-HW15,STU2026140,ALG1-D,HW15,2026-10-21,Submitted,20,14.1,No,No
