assessment_score_id,student_id,course_id,assessment_id,points_possible,points_earned,retake_flag
TS-STU2026087-ASM06,STU2026087,ALG1-C,ASM06,25,16.4,No
TS-STU2026087-ASM07,STU2026087,ALG1-C,ASM07,25,18.5,Yes
TS-STU2026087-ASM08,STU2026087,ALG1-C,ASM08,100,70.9,No
TS-STU2026088-ASM01,STU2026088,ALG1-C,ASM01,25,12.2,No
TS-STU2026088-ASM02,STU2026088,ALG1-C,ASM02,25,14.9,No
TS-STU2026088-ASM03,STU2026088,ALG1-C,ASM03,25,17.5,No
TS-STU2026088-ASM04,STU2026088,ALG1-C,ASM04,100,80.9,No
TS-STU2026088-ASM05,STU2026088,ALG1-C,ASM05,25,17.2,No
TS-STU2026088-ASM06,STU2026088,ALG1-C,ASM06,25,19.0,No
TS-STU2026088-ASM07,STU2026088,ALG1-C,ASM07,25,18.2,No
TS-STU2026088-ASM08,STU2026088,ALG1-C,ASM08,100,68.7,No
TS-STU2026089-ASM01,STU2026089,ALG1-C,ASM01,25,19.5,No
TS-STU2026089-ASM02,STU2026089,ALG1-C,ASM02,25,12.4,No
TS-STU2026089-ASM03,STU2026089,ALG1-C,ASM03,25,16.3,No
TS-STU2026089-ASM04,STU2026089,ALG1-C,ASM04,100,64.7,No
TS-STU2026089-ASM05,STU2026089,ALG1-C,ASM05,25,16.3,No
TS-STU2026089-ASM06,STU2026089,ALG1-C,ASM06,25,13.4,No
TS-STU2026089-ASM07,STU2026089,ALG1-C,ASM07,25,16.3,No
TS-STU2026089-ASM08,STU2026089,ALG1-C,ASM08,100,58.2,No
TS-STU2026090-ASM01,STU2026090,ALG1-C,ASM01,25,16.8,No
TS-STU2026090-ASM02,STU2026090,ALG1-C,ASM02,25,21.0,No
TS-STU2026090-ASM03,STU2026090,ALG1-C,ASM03,25,20.4,No
TS-STU2026090-ASM04,STU2026090,ALG1-C,ASM04,100,75.7,No
TS-STU2026090-ASM05,STU2026090,ALG1-C,ASM05,25,16.7,No
TS-STU2026090-ASM06,STU2026090,ALG1-C,ASM06,25,18.7,No
TS-STU2026090-ASM07,STU2026090,ALG1-C,ASM07,25,20.5,No
TS-STU2026090-ASM08,STU2026090,ALG1-C,ASM08,100,82.2,No
TS-STU2026091-ASM01,STU2026091,ALG1-C,ASM01,25,14.7,No
TS-STU2026091-ASM02,STU2026091,ALG1-C,ASM02,25,21.4,No
TS-STU2026091-ASM03,STU2026091,ALG1-C,ASM03,25,22.5,No
TS-STU2026091-ASM04,STU2026091,ALG1-C,ASM04,100,79.2,No
TS-STU2026091-ASM05,STU2026091,ALG1-C,ASM05,25,20.9,No
TS-STU2026091-ASM06,STU2026091,ALG1-C,ASM06,25,19.9,No
TS-STU2026091-ASM07,STU2026091,ALG1-C,ASM07,25,16.3,No
TS-STU2026091-ASM08,STU2026091,ALG1-C,ASM08,100,84.4,No
TS-STU2026092-ASM01,STU2026092,ALG1-C,ASM01,25,16.6,No
TS-STU2026092-ASM02,STU2026092,ALG1-C,ASM02,25,17.2,No
TS-STU2026092-ASM03,STU2026092,ALG1-C,ASM03,25,13.4,No
TS-STU2026092-ASM04,STU2026092,ALG1-C,ASM04,100,67.6,No
TS-STU2026092-ASM05,STU2026092,ALG1-C,ASM05,25,21.5,No
TS-STU2026092-ASM06,STU2026092,ALG1-C,ASM06,25,14.5,No
TS-STU2026092-ASM07,STU2026092,ALG1-C,ASM07,25,18.8,No
TS-STU2026092-ASM08,STU2026092,ALG1-C,ASM08,100,71.4,No
TS-STU2026093-ASM01,STU2026093,ALG1-C,ASM01,25,11.3,No
TS-STU2026093-ASM02,STU2026093,ALG1-C,ASM02,25,18.7,No
TS-STU2026093-ASM03,STU2026093,ALG1-C,ASM03,25,13.6,No
TS-STU2026093-ASM04,STU2026093,ALG1-C,ASM04,100,80.2,No
TS-STU2026093-ASM05,STU2026093,ALG1-C,ASM05,25,13.5,No
TS-STU2026093-ASM06,STU2026093,ALG1-C,ASM06,25,21.2,No
TS-STU2026093-ASM07,STU2026093,ALG1-C,ASM07,25,13.9,No
TS-STU2026093-ASM08,STU2026093,ALG1-C,ASM08,100,59.0,No
TS-STU2026094-ASM01,STU2026094,ALG1-C,ASM01,25,20.7,No
TS-STU2026094-ASM02,STU2026094,ALG1-C,ASM02,25,21.2,No
TS-STU2026094-ASM03,STU2026094,ALG1-C,ASM03,25,20.5,No
TS-STU2026094-ASM04,STU2026094,ALG1-C,ASM04,100,73.7,No
TS-STU2026094-ASM05,STU2026094,ALG1-C,ASM05,25,18.8,No
TS-STU2026094-ASM06,STU2026094,ALG1-C,ASM06,25,22.7,No
TS-STU2026094-ASM07,STU2026094,ALG1-C,ASM07,25,19.8,No
TS-STU2026094-ASM08,STU2026094,ALG1-C,ASM08,100,84.8,No
TS-STU2026095-ASM01,STU2026095,ALG1-C,ASM01,25,23.9,No
TS-STU2026095-ASM02,STU2026095,ALG1-C,ASM02,25,24.1,No
TS-STU2026095-ASM03,STU2026095,ALG1-C,ASM03,25,19.6,No
TS-STU2026095-ASM04,STU2026095,ALG1-C,ASM04,100,95.6,No
TS-STU2026095-ASM05,STU2026095,ALG1-C,ASM05,25,23.9,Yes
TS-STU2026095-ASM06,STU2026095,ALG1-C,ASM06,25,25.0,Yes
TS-STU2026095-ASM07,STU2026095,ALG1-C,ASM07,25,25.0,No
TS-STU2026095-ASM08,STU2026095,ALG1-C,ASM08,100,100.0,No
TS-STU2026096-ASM01,STU2026096,ALG1-C,ASM01,25,16.6,No
TS-STU2026096-ASM02,STU2026096,ALG1-C,ASM02,25,16.9,No
TS-STU2026096-ASM03,STU2026096,ALG1-C,ASM03,25,14.5,Yes
TS-STU2026096-ASM04,STU2026096,ALG1-C,ASM04,100,84.7,No
TS-STU2026096-ASM05,STU2026096,ALG1-C,ASM05,25,19.3,No
TS-STU2026096-ASM06,STU2026096,ALG1-C,ASM06,25,20.6,No
TS-STU2026096-ASM07,STU2026096,ALG1-C,ASM07,25,16.6,No
TS-STU2026096-ASM08,STU2026096,ALG1-C,ASM08,100,95.4,No
TS-STU2026097-ASM01,STU2026097,ALG1-C,ASM01,25,16.1,No
TS-STU2026097-ASM02,STU2026097,ALG1-C,ASM02,25,16.6,No
TS-STU2026097-ASM03,STU2026097,ALG1-C,ASM03,25,12.9,No
TS-STU2026097-ASM04,STU2026097,ALG1-C,ASM04,100,58.7,No
TS-STU2026097-ASM05,STU2026097,ALG1-C,ASM05,25,17.0,No
TS-STU2026097-ASM06,STU2026097,ALG1-C,ASM06,25,17.9,No
TS-STU2026097-ASM07,STU2026097,ALG1-C,ASM07,25,14.2,No
TS-STU2026097-ASM08,STU2026097,ALG1-C,ASM08,100,79.2,No
TS-STU2026098-ASM01,STU2026098,ALG1-C,ASM01,25,11.4,No
TS-STU2026098-ASM02,STU2026098,ALG1-C,ASM02,25,14.8,No
TS-STU2026098-ASM03,STU2026098,ALG1-C,ASM03,25,12.9,No
TS-STU2026098-ASM04,STU2026098,ALG1-C,ASM04,100,50.2,Yes
TS-STU2026098-ASM05,STU2026098,ALG1-C,ASM05,25,14.8,No
TS-STU2026098-ASM06,STU2026098,ALG1-C,ASM06,25,15.5,Yes
TS-STU2026098-ASM07,STU2026098,ALG1-C,ASM07,25,13.9,No
TS-STU2026098-ASM08,STU2026098,ALG1-C,ASM08,100,60.3,No
TS-STU2026099-ASM01,STU2026099,ALG1-C,ASM01,25,8.1,Yes
TS-STU2026099-ASM02,STU2026099,ALG1-C,ASM02,25,14.1,No
TS-STU2026099-ASM03,STU2026099,ALG1-C,ASM03,25,14.5,No
TS-STU2026099-ASM04,STU2026099,ALG1-C,ASM04,100,56.9,No
TS-STU2026099-ASM05,STU2026099,ALG1-C,ASM05,25,13.8,No
TS-STU2026099-ASM06,STU2026099,ALG1-C,ASM06,25,12.7,No
TS-STU2026099-ASM07,STU2026099,ALG1-C,ASM07,25,17.2,No
TS-STU2026099-ASM08,STU2026099,ALG1-C,ASM08,100,42.0,No
TS-STU2026100-ASM01,STU2026100,ALG1-C,ASM01,25,13.5,Yes
TS-STU2026100-ASM02,STU2026100,ALG1-C,ASM02,25,17.9,No
TS-STU2026100-ASM03,STU2026100,ALG1-C,ASM03,25,14.6,No
TS-STU2026100-ASM04,STU2026100,ALG1-C,ASM04,100,82.5,No
TS-STU2026100-ASM05,STU2026100,ALG1-C,ASM05,25,18.7,No
TS-STU2026100-ASM06,STU2026100,ALG1-C,ASM06,25,15.1,No
TS-STU2026100-ASM07,STU2026100,ALG1-C,ASM07,25,16.9,No
TS-STU2026100-ASM08,STU2026100,ALG1-C,ASM08,100,67.5,No
TS-STU2026101-ASM01,STU2026101,ALG1-C,ASM01,25,23.4,No
TS-STU2026101-ASM02,STU2026101,ALG1-C,ASM02,25,25.0,No
TS-STU2026101-ASM03,STU2026101,ALG1-C,ASM03,25,23.8,Yes
TS-STU2026101-ASM04,STU2026101,ALG1-C,ASM04,100,94.9,No
TS-STU2026101-ASM05,STU2026101,ALG1-C,ASM05,25,23.9,No
TS-STU2026101-ASM06,STU2026101,ALG1-C,ASM06,25,16.6,No
TS-STU2026101-ASM07,STU2026101,ALG1-C,ASM07,25,19.7,No
TS-STU2026101-ASM08,STU2026101,ALG1-C,ASM08,100,99.4,No
TS-STU2026102-ASM01,STU2026102,ALG1-C,ASM01,25,14.6,No
TS-STU2026102-ASM02,STU2026102,ALG1-C,ASM02,25,6.2,No
TS-STU2026102-ASM03,STU2026102,ALG1-C,ASM03,25,9.6,No
TS-STU2026102-ASM04,STU2026102,ALG1-C,ASM04,100,54.3,No
TS-STU2026102-ASM05,STU2026102,ALG1-C,ASM05,25,12.9,No
TS-STU2026102-ASM06,STU2026102,ALG1-C,ASM06,25,10.2,No
TS-STU2026102-ASM07,STU2026102,ALG1-C,ASM07,25,11.7,No
TS-STU2026102-ASM08,STU2026102,ALG1-C,ASM08,100,56.2,No
TS-STU2026103-ASM01,STU2026103,ALG1-C,ASM01,25,13.8,No
TS-STU2026103-ASM02,STU2026103,ALG1-C,ASM02,25,11.7,No
TS-STU2026103-ASM03,STU2026103,ALG1-C,ASM03,25,9.4,No
TS-STU2026103-ASM04,STU2026103,ALG1-C,ASM04,100,43.6,No
TS-STU2026103-ASM05,STU2026103,ALG1-C,ASM05,25,18.5,No
TS-STU2026103-ASM06,STU2026103,ALG1-C,ASM06,25,11.4,No
TS-STU2026103-ASM07,STU2026103,ALG1-C,ASM07,25,10.9,No
TS-STU2026103-ASM08,STU2026103,ALG1-C,ASM08,100,50.0,No
TS-STU2026104-ASM01,STU2026104,ALG1-C,ASM01,25,15.0,No
TS-STU2026104-ASM02,STU2026104,ALG1-C,ASM02,25,16.4,No
TS-STU2026104-ASM03,STU2026104,ALG1-C,ASM03,25,13.2,No
TS-STU2026104-ASM04,STU2026104,ALG1-C,ASM04,100,55.4,No
TS-STU2026104-ASM05,STU2026104,ALG1-C,ASM05,25,11.2,No
TS-STU2026104-ASM06,STU2026104,ALG1-C,ASM06,25,12.4,No
TS-STU2026104-ASM07,STU2026104,ALG1-C,ASM07,25,16.2,No
TS-STU2026104-ASM08,STU2026104,ALG1-C,ASM08,100,67.0,No
TS-STU2026105-ASM01,STU2026105,ALG1-C,ASM01,25,25.0,No
TS-STU2026105-ASM02,STU2026105,ALG1-C,ASM02,25,25.0,No
TS-STU2026105-ASM03,STU2026105,ALG1-C,ASM03,25,23.5,No
TS-STU2026105-ASM04,STU2026105,ALG1-C,ASM04,100,90.2,No
TS-STU2026105-ASM05,STU2026105,ALG1-C,ASM05,25,18.8,No
TS-STU2026105-ASM06,STU2026105,ALG1-C,ASM06,25,21.9,No
TS-STU2026105-ASM07,STU2026105,ALG1-C,ASM07,25,24.4,No
TS-STU2026105-ASM08,STU2026105,ALG1-C,ASM08,100,89.8,No
TS-STU2026106-ASM01,STU2026106,ALG1-C,ASM01,25,20.9,No
TS-STU2026106-ASM02,STU2026106,ALG1-C,ASM02,25,17.4,No
TS-STU2026106-ASM03,STU2026106,ALG1-C,ASM03,25,23.0,No
TS-STU2026106-ASM04,STU2026106,ALG1-C,ASM04,100,77.6,Yes
TS-STU2026106-ASM05,STU2026106,ALG1-C,ASM05,25,17.9,No
TS-STU2026106-ASM06,STU2026106,ALG1-C,ASM06,25,24.9,No
TS-STU2026106-ASM07,STU2026106,ALG1-C,ASM07,25,20.4,Yes
TS-STU2026106-ASM08,STU2026106,ALG1-C,ASM08,100,95.6,No
TS-STU2026107-ASM01,STU2026107,ALG1-C,ASM01,25,10.1,No
TS-STU2026107-ASM02,STU2026107,ALG1-C,ASM02,25,10.5,No
TS-STU2026107-ASM03,STU2026107,ALG1-C,ASM03,25,12.8,No
TS-STU2026107-ASM04,STU2026107,ALG1-C,ASM04,100,68.1,No
TS-STU2026107-ASM05,STU2026107,ALG1-C,ASM05,25,12.7,No
TS-STU2026107-ASM06,STU2026107,ALG1-C,ASM06,25,12.2,No
TS-STU2026107-ASM07,STU2026107,ALG1-C,ASM07,25,16.5,No
TS-STU2026107-ASM08,STU2026107,ALG1-C,ASM08,100,47.8,Yes
TS-STU2026108-ASM01,STU2026108,ALG1-C,ASM01,25,17.3,No
TS-STU2026108-ASM02,STU2026108,ALG1-C,ASM02,25,12.5,No
TS-STU2026108-ASM03,STU2026108,ALG1-C,ASM03,25,14.6,No
TS-STU2026108-ASM04,STU2026108,ALG1-C,ASM04,100,56.9,Yes
TS-STU2026108-ASM05,STU2026108,ALG1-C,ASM05,25,16.2,No
TS-STU2026108-ASM06,STU2026108,ALG1-C,ASM06,25,19.1,No
TS-STU2026108-ASM07,STU2026108,ALG1-C,ASM07,25,16.6,No
TS-STU2026108-ASM08,STU2026108,ALG1-C,ASM08,100,89.0,No
TS-STU2026109-ASM01,STU2026109,ALG1-C,ASM01,25,19.5,No
TS-STU2026109-ASM02,STU2026109,ALG1-C,ASM02,25,18.5,No
TS-STU2026109-ASM03,STU2026109,ALG1-C,ASM03,25,20.2,No
TS-STU2026109-ASM04,STU2026109,ALG1-C,ASM04,100,73.5,No
TS-STU2026109-ASM05,STU2026109,ALG1-C,ASM05,25,16.7,No
TS-STU2026109-ASM06,STU2026109,ALG1-C,ASM06,25,25.0,No
TS-STU2026109-ASM07,STU2026109,ALG1-C,ASM07,25,20.2,No
TS-STU2026109-ASM08,STU2026109,ALG1-C,ASM08,100,87.3,Yes
TS-STU2026110-ASM01,STU2026110,ALG1-C,ASM01,25,15.8,Yes
TS-STU2026110-ASM02,STU2026110,ALG1-C,ASM02,25,16.9,No
TS-STU2026110-ASM03,STU2026110,ALG1-C,ASM03,25,19.6,No
TS-STU2026110-ASM04,STU2026110,ALG1-C,ASM04,100,81.1,No
TS-STU2026110-ASM05,STU2026110,ALG1-C,ASM05,25,11.8,No
TS-STU2026110-ASM06,STU2026110,ALG1-C,ASM06,25,19.1,No
TS-STU2026110-ASM07,STU2026110,ALG1-C,ASM07,25,21.9,No
TS-STU2026110-ASM08,STU2026110,ALG1-C,ASM08,100,81.2,No
TS-STU2026111-ASM01,STU2026111,ALG1-C,ASM01,25,18.3,No
TS-STU2026111-ASM02,STU2026111,ALG1-C,ASM02,25,13.8,No
TS-STU2026111-ASM03,STU2026111,ALG1-C,ASM03,25,16.9,No
TS-STU2026111-ASM04,STU2026111,ALG1-C,ASM04,100,75.2,No
TS-STU2026111-ASM05,STU2026111,ALG1-C,ASM05,25,20.1,No
TS-STU2026111-ASM06,STU2026111,ALG1-C,ASM06,25,17.2,No
TS-STU2026111-ASM07,STU2026111,ALG1-C,ASM07,25,14.4,No
TS-STU2026111-ASM08,STU2026111,ALG1-C,ASM08,100,84.6,No
TS-STU2026112-ASM01,STU2026112,ALG1-C,ASM01,25,18.6,No
TS-STU2026112-ASM02,STU2026112,ALG1-C,ASM02,25,20.6,No
TS-STU2026112-ASM03,STU2026112,ALG1-C,ASM03,25,18.3,No
TS-STU2026112-ASM04,STU2026112,ALG1-C,ASM04,100,89.3,No
TS-STU2026112-ASM05,STU2026112,ALG1-C,ASM05,25,21.9,No
TS-STU2026112-ASM06,STU2026112,ALG1-C,ASM06,25,22.3,No
TS-STU2026112-ASM07,STU2026112,ALG1-C,ASM07,25,17.3,No
TS-STU2026112-ASM08,STU2026112,ALG1-C,ASM08,100,90.1,No
TS-STU2026113-ASM01,STU2026113,ALG1-C,ASM01,25,20.6,No
TS-STU2026113-ASM02,STU2026113,ALG1-C,ASM02,25,17.0,No
TS-STU2026113-ASM03,STU2026113,ALG1-C,ASM03,25,17.7,Yes
TS-STU2026113-ASM04,STU2026113,ALG1-C,ASM04,100,95.0,No
TS-STU2026113-ASM05,STU2026113,ALG1-C,ASM05,25,15.6,No
TS-STU2026113-ASM06,STU2026113,ALG1-C,ASM06,25,19.3,No
TS-STU2026113-ASM07,STU2026113,ALG1-C,ASM07,25,24.2,No
TS-STU2026113-ASM08,STU2026113,ALG1-C,ASM08,100,89.8,No
TS-STU2026114-ASM01,STU2026114,ALG1-C,ASM01,25,21.3,No
TS-STU2026114-ASM02,STU2026114,ALG1-C,ASM02,25,23.6,No
TS-STU2026114-ASM03,STU2026114,ALG1-C,ASM03,25,20.1,No
TS-STU2026114-ASM04,STU2026114,ALG1-C,ASM04,100,65.7,No
TS-STU2026114-ASM05,STU2026114,ALG1-C,ASM05,25,20.3,No
TS-STU2026114-ASM06,STU2026114,ALG1-C,ASM06,25,22.7,No
TS-STU2026114-ASM07,STU2026114,ALG1-C,ASM07,25,22.5,No
TS-STU2026114-ASM08,STU2026114,ALG1-C,ASM08,100,58.4,No
TS-STU2026115-ASM01,STU2026115,ALG1-C,ASM01,25,18.3,No
TS-STU2026115-ASM02,STU2026115,ALG1-C,ASM02,25,19.1,No
TS-STU2026115-ASM03,STU2026115,ALG1-C,ASM03,25,19.9,No
TS-STU2026115-ASM04,STU2026115,ALG1-C,ASM04,100,82.7,No
TS-STU2026115-ASM05,STU2026115,ALG1-C,ASM05,25,15.6,No
TS-STU2026115-ASM06,STU2026115,ALG1-C,ASM06,25,18.1,No
TS-STU2026115-ASM07,STU2026115,ALG1-C,ASM07,25,18.3,No
TS-STU2026115-ASM08,STU2026115,ALG1-C,ASM08,100,62.7,No
TS-STU2026116-ASM01,STU2026116,ALG1-C,ASM01,25,19.4,No
TS-STU2026116-ASM02,STU2026116,ALG1-C,ASM02,25,13.4,No
TS-STU2026116-ASM03,STU2026116,ALG1-C,ASM03,25,19.7,No
TS-STU2026116-ASM04,STU2026116,ALG1-C,ASM04,100,77.5,No
TS-STU2026116-ASM05,STU2026116,ALG1-C,ASM05,25,17.4,Yes
TS-STU2026116-ASM06,STU2026116,ALG1-C,ASM06,25,14.6,No
TS-STU2026116-ASM07,STU2026116,ALG1-C,ASM07,25,19.3,No
TS-STU2026116-ASM08,STU2026116,ALG1-C,ASM08,100,81.2,No
TS-STU2026117-ASM01,STU2026117,ALG1-C,ASM01,25,18.4,No
TS-STU2026117-ASM02,STU2026117,ALG1-C,ASM02,25,21.8,No
TS-STU2026117-ASM03,STU2026117,ALG1-C,ASM03,25,23.9,No
TS-STU2026117-ASM04,STU2026117,ALG1-C,ASM04,100,91.3,Yes
TS-STU2026117-ASM05,STU2026117,ALG1-C,ASM05,25,18.9,No
TS-STU2026117-ASM06,STU2026117,ALG1-C,ASM06,25,21.8,No
TS-STU2026117-ASM07,STU2026117,ALG1-C,ASM07,25,24.6,No
TS-STU2026117-ASM08,STU2026117,ALG1-C,ASM08,100,96.2,No
TS-STU2026118-ASM01,STU2026118,ALG1-C,ASM01,25,25.0,No
TS-STU2026118-ASM02,STU2026118,ALG1-C,ASM02,25,19.7,No
TS-STU2026118-ASM03,STU2026118,ALG1-C,ASM03,25,19.0,No
TS-STU2026118-ASM04,STU2026118,ALG1-C,ASM04,100,85.0,No
TS-STU2026118-ASM05,STU2026118,ALG1-C,ASM05,25,22.4,No
TS-STU2026118-ASM06,STU2026118,ALG1-C,ASM06,25,18.4,No
TS-STU2026118-ASM07,STU2026118,ALG1-C,ASM07,25,25.0,No
TS-STU2026118-ASM08,STU2026118,ALG1-C,ASM08,100,75.6,No
TS-STU2026119-ASM01,STU2026119,ALG1-C,ASM01,25,16.4,Yes
TS-STU2026119-ASM02,STU2026119,ALG1-C,ASM02,25,23.6,No
TS-STU2026119-ASM03,STU2026119,ALG1-C,ASM03,25,23.1,No
TS-STU2026119-ASM04,STU2026119,ALG1-C,ASM04,100,78.7,No
TS-STU2026119-ASM05,STU2026119,ALG1-C,ASM05,25,22.3,Yes
TS-STU2026119-ASM06,STU2026119,ALG1-C,ASM06,25,18.6,No
TS-STU2026119-ASM07,STU2026119,ALG1-C,ASM07,25,18.7,No
TS-STU2026119-ASM08,STU2026119,ALG1-C,ASM08,100,72.5,No
TS-STU2026120-ASM01,STU2026120,ALG1-C,ASM01,25,25.0,No
TS-STU2026120-ASM02,STU2026120,ALG1-C,ASM02,25,25.0,No
TS-STU2026120-ASM03,STU2026120,ALG1-C,ASM03,25,24.4,No
TS-STU2026120-ASM04,STU2026120,ALG1-C,ASM04,100,93.2,Yes
TS-STU2026120-ASM05,STU2026120,ALG1-C,ASM05,25,21.3,No
TS-STU2026120-ASM06,STU2026120,ALG1-C,ASM06,25,22.2,No
TS-STU2026120-ASM07,STU2026120,ALG1-C,ASM07,25,25.0,No
TS-STU2026120-ASM08,STU2026120,ALG1-C,ASM08,100,100.0,No
TS-STU2026121-ASM01,STU2026121,ALG1-D,ASM01,25,20.4,No
TS-STU2026121-ASM02,STU2026121,ALG1-D,ASM02,25,21.7,No
TS-STU2026121-ASM03,STU2026121,ALG1-D,ASM03,25,23.4,No
TS-STU2026121-ASM04,STU2026121,ALG1-D,ASM04,100,100.0,No
TS-STU2026121-ASM05,STU2026121,ALG1-D,ASM05,25,18.4,No
TS-STU2026121-ASM06,STU2026121,ALG1-D,ASM06,25,19.6,No
TS-STU2026121-ASM07,STU2026121,ALG1-D,ASM07,25,21.2,No
TS-STU2026121-ASM08,STU2026121,ALG1-D,ASM08,100,93.0,No
TS-STU2026122-ASM01,STU2026122,ALG1-D,ASM01,25,17.8,No
TS-STU2026122-ASM02,STU2026122,ALG1-D,ASM02,25,17.4,No
TS-STU2026122-ASM03,STU2026122,ALG1-D,ASM03,25,20.1,No
TS-STU2026122-ASM04,STU2026122,ALG1-D,ASM04,100,75.0,Yes
TS-STU2026122-ASM05,STU2026122,ALG1-D,ASM05,25,24.0,No
TS-STU2026122-ASM06,STU2026122,ALG1-D,ASM06,25,25.0,No
TS-STU2026122-ASM07,STU2026122,ALG1-D,ASM07,25,17.6,No
TS-STU2026122-ASM08,STU2026122,ALG1-D,ASM08,100,74.5,No
TS-STU2026123-ASM01,STU2026123,ALG1-D,ASM01,25,13.4,Yes
TS-STU2026123-ASM02,STU2026123,ALG1-D,ASM02,25,19.6,No
TS-STU2026123-ASM03,STU2026123,ALG1-D,ASM03,25,13.5,No
TS-STU2026123-ASM04,STU2026123,ALG1-D,ASM04,100,58.2,No
TS-STU2026123-ASM05,STU2026123,ALG1-D,ASM05,25,18.1,No
TS-STU2026123-ASM06,STU2026123,ALG1-D,ASM06,25,20.0,No
TS-STU2026123-ASM07,STU2026123,ALG1-D,ASM07,25,11.2,No
TS-STU2026123-ASM08,STU2026123,ALG1-D,ASM08,100,59.7,No
TS-STU2026124-ASM01,STU2026124,ALG1-D,ASM01,25,14.2,No
TS-STU2026124-ASM02,STU2026124,ALG1-D,ASM02,25,12.9,No
TS-STU2026124-ASM03,STU2026124,ALG1-D,ASM03,25,9.2,No
TS-STU2026124-ASM04,STU2026124,ALG1-D,ASM04,100,43.6,No
TS-STU2026124-ASM05,STU2026124,ALG1-D,ASM05,25,14.7,No
TS-STU2026124-ASM06,STU2026124,ALG1-D,ASM06,25,9.3,No
TS-STU2026124-ASM07,STU2026124,ALG1-D,ASM07,25,7.3,No
TS-STU2026124-ASM08,STU2026124,ALG1-D,ASM08,100,59.7,Yes
TS-STU2026125-ASM01,STU2026125,ALG1-D,ASM01,25,13.8,No
TS-STU2026125-ASM02,STU2026125,ALG1-D,ASM02,25,17.1,No
TS-STU2026125-ASM03,STU2026125,ALG1-D,ASM03,25,19.5,Yes
TS-STU2026125-ASM04,STU2026125,ALG1-D,ASM04,100,69.6,No
TS-STU2026125-ASM05,STU2026125,ALG1-D,ASM05,25,16.5,No
TS-STU2026125-ASM06,STU2026125,ALG1-D,ASM06,25,24.8,No
TS-STU2026125-ASM07,STU2026125,ALG1-D,ASM07,25,17.2,No
TS-STU2026125-ASM08,STU2026125,ALG1-D,ASM08,100,83.9,Yes
TS-STU2026126-ASM01,STU2026126,ALG1-D,ASM01,25,18.9,No
TS-STU2026126-ASM02,STU2026126,ALG1-D,ASM02,25,20.5,No
TS-STU2026126-ASM03,STU2026126,ALG1-D,ASM03,25,25.0,Yes
TS-STU2026126-ASM04,STU2026126,ALG1-D,ASM04,100,83.7,No
TS-STU2026126-ASM05,STU2026126,ALG1-D,ASM05,25,21.8,No
TS-STU2026126-ASM06,STU2026126,ALG1-D,ASM06,25,25.0,No
TS-STU2026126-ASM07,STU2026126,ALG1-D,ASM07,25,25.0,No
TS-STU2026126-ASM08,STU2026126,ALG1-D,ASM08,100,84.2,Yes
TS-STU2026127-ASM01,STU2026127,ALG1-D,ASM01,25,19.9,No
TS-STU2026127-ASM02,STU2026127,ALG1-D,ASM02,25,25.0,No
TS-STU2026127-ASM03,STU2026127,ALG1-D,ASM03,25,24.4,No
TS-STU2026127-ASM04,STU2026127,ALG1-D,ASM04,100,85.7,No
TS-STU2026127-ASM05,STU2026127,ALG1-D,ASM05,25,21.2,No
TS-STU2026127-ASM06,STU2026127,ALG1-D,ASM06,25,18.3,No
TS-STU2026127-ASM07,STU2026127,ALG1-D,ASM07,25,20.4,No
TS-STU2026127-ASM08,STU2026127,ALG1-D,ASM08,100,100.0,No
TS-STU2026128-ASM01,STU2026128,ALG1-D,ASM01,25,20.9,Yes
TS-STU2026128-ASM02,STU2026128,ALG1-D,ASM02,25,21.0,No
TS-STU2026128-ASM03,STU2026128,ALG1-D,ASM03,25,19.9,No
TS-STU2026128-ASM04,STU2026128,ALG1-D,ASM04,100,81.6,No
TS-STU2026128-ASM05,STU2026128,ALG1-D,ASM05,25,21.0,No
TS-STU2026128-ASM06,STU2026128,ALG1-D,ASM06,25,19.4,No
TS-STU2026128-ASM07,STU2026128,ALG1-D,ASM07,25,19.7,No
TS-STU2026128-ASM08,STU2026128,ALG1-D,ASM08,100,72.8,No
TS-STU2026129-ASM01,STU2026129,ALG1-D,ASM01,25,21.7,No
TS-STU2026129-ASM02,STU2026129,ALG1-D,ASM02,25,23.6,No
TS-STU2026129-ASM03,STU2026129,ALG1-D,ASM03,25,21.7,No
TS-STU2026129-ASM04,STU2026129,ALG1-D,ASM04,100,92.7,No
TS-STU2026129-ASM05,STU2026129,ALG1-D,ASM05,25,22.9,No
TS-STU2026129-ASM06,STU2026129,ALG1-D,ASM06,25,21.6,No
TS-STU2026129-ASM07,STU2026129,ALG1-D,ASM07,25,17.5,No
TS-STU2026129-ASM08,STU2026129,ALG1-D,ASM08,100,88.3,No
TS-STU2026130-ASM01,STU2026130,ALG1-D,ASM01,25,17.3,No
TS-STU2026130-ASM02,STU2026130,ALG1-D,ASM02,25,15.0,No
TS-STU2026130-ASM03,STU2026130,ALG1-D,ASM03,25,17.4,No
TS-STU2026130-ASM04,STU2026130,ALG1-D,ASM04,100,65.5,No
TS-STU2026130-ASM05,STU2026130,ALG1-D,ASM05,25,19.0,No
TS-STU2026130-ASM06,STU2026130,ALG1-D,ASM06,25,15.1,No
TS-STU2026130-ASM07,STU2026130,ALG1-D,ASM07,25,21.5,No
TS-STU2026130-ASM08,STU2026130,ALG1-D,ASM08,100,55.9,No
